"","X","Species","subspecies","Mig_Sed","HowAssignedMig_Sed","Specimen..","Measurer","Collection","Collection.Year","Collection.Month","Collection.Day","Country","State.province","County.District","Locality","Elevation","Latitude","Longitude","BL.Average","BW.Average","BD.Average","Tarsus.Average","Kipp.s.Average","WC.Average","Tail","Age","Sex","trinomial","tip.label"
"314",979,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","43008","MM","The Field Museum","1888",4,3,"Cayman Island","Cayman Brac","","","",19.71667,-79.8167,20.26,NA,NA,18.35,33.76,116.21,87.24,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"315",980,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","38028","MM","The Field Museum","1908",3,25,"Dutch West Indies","Curacao","","","",12.1886,-69.0011,21.465,11.135,7.985,18.57,31.8,111.555,88.64,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"316",981,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","53646","MM","The Field Museum","1920",3,11,"Venezuela","Trujillo","","Valera","",9.317778,-70.6036,20.45,10.425,7.945,18.67,32.355,116.15,89.4,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"317",982,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","38942","MM","The Field Museum","1909",2,28,"Venezuela","Nueva Esparta","Isla de Margarita","La Asuncion","",11.02859,-63.8596,20.56,NA,NA,18.745,31.16,111.87,89.84,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"318",983,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","38026","MM","The Field Museum","1908",3,28,"Dutch West Indies","Curacao","","Deerborne","",12.1886,-69.0011,21.72,11.12,8.185,18.215,33.455,111.315,88.57,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"319",984,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","30748","MM","The Field Museum","1892",4,6,"Cuba","","","East","",20.50556,-76.0803,19.395,NA,NA,18.24,34.645,115.945,89.63,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"320",985,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","38129","MM","The Field Museum","1908",5,1,"Dutch West Indies","Aruba","","","",12.5,-69.97,20.55,11.555,8.89,18.53,36.35,118.72,91.61,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"321",986,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","47287","MM","Royal Ontario Museum","",NA,NA,"Dominican Republic","Sama Province","Sanchez","","",19.2281,-69.6137,18.28,9.975,7.775,17.87,32.03,108.35,89.48,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"322",987,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","38294","MM","The Field Museum","1908",5,16,"Dutch West Indies","Bonaire","","","",12.19581,-68.259,21.47,11.74,8.16,18.475,32.83,113.98,93.17,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"323",988,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","47286","MM","Royal Ontario Museum","1908",5,1,"","","","","",19.22988,-69.6128,21.125,11.205,8.82,17.87,35.39,117.415,92.04,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"324",989,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","38029","MM","The Field Museum","1908",3,28,"Dutch West Indies","Curacao","","","",12.1886,-69.0011,20.965,11.455,8.255,17.545,32.735,113.15,95.17,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"325",990,"Tyrannus_dominicensis","dominicensis","migratory","taxonomy","121512","MM","Royal Ontario Museum","",NA,NA,"Cayman Islands","Grand Cayman Island","","North Side, 4 mi W of Gun Bay Village","",19.31669,-81.1482,NA,NA,NA,NA,37.38,113.82,85.43,"Adult","Male","Tyrannus dominicensis dominicensis","Tyrannus_dominicensis_dominicensis"
"326",991,"Tyrannus_dominicensis","vorax","sedentary","taxonomy","121548","MM","Royal Ontario Museum","1974",5,8,"British West Indies","Montserrat","Fox's Bay","","",16.72312,-62.2394,NA,NA,NA,18.56,NA,NA,NA,"Adult","Male","Tyrannus dominicensis vorax","Tyrannus_dominicensis_vorax"
"327",992,"Tyrannus_dominicensis","vorax","sedentary","taxonomy","30815","MM","The Field Museum","1890",5,16,"Bahamas","Antigua","","","",17.06869,-61.7828,20.775,NA,NA,18.345,NA,NA,NA,"Adult","Male","Tyrannus dominicensis vorax","Tyrannus_dominicensis_vorax"
"328",993,"Tyrannus_dominicensis","vorax","sedentary","taxonomy","47306","MM","Royal Ontario Museum","1901",7,3,"Guadeloupe","Dominica Island (Leewards)","","","",16.34188,-61.358,22.985,13.01,NA,19.145,NA,NA,NA,"Adult","Male","Tyrannus dominicensis vorax","Tyrannus_dominicensis_vorax"
"329",994,"Tyrannus_dominicensis","vorax","sedentary","taxonomy","30817","MM","The Field Museum","1890",5,6,"Bahamas","Antigua","","","",17.06869,-61.7828,23.145,12.73,9.405,19.725,NA,NA,NA,"Adult","Male","Tyrannus dominicensis vorax","Tyrannus_dominicensis_vorax"
"330",995,"Tyrannus_dominicensis","vorax","sedentary","taxonomy","30810","MM","The Field Museum","1890",5,27,"Bahamas","Antigua","","","",17.06869,-61.7828,20.94,11.375,8.89,18.16,NA,NA,NA,"Adult","Male","Tyrannus dominicensis vorax","Tyrannus_dominicensis_vorax"
"331",996,"Tyrannus_dominicensis","vorax","sedentary","taxonomy","124594","MM","The Field Museum","1904",10,17,"Dominica","","","Roseau","",15.4445,-61.3461,24.21,13.365,10.065,19.365,NA,NA,NA,"Adult","Male","Tyrannus dominicensis vorax","Tyrannus_dominicensis_vorax"
"332",997,"Tyrannus_dominicensis","vorax","sedentary","taxonomy","43037","MM","The Field Museum","",NA,NA,"Grenada","","","","",12.11667,-61.6667,23.32,12.375,10.13,19.61,28.845,111.935,NA,"Adult","Male","Tyrannus dominicensis vorax","Tyrannus_dominicensis_vorax"
"333",998,"Tyrannus_dominicensis","vorax","sedentary","taxonomy","121549","MM","Royal Ontario Museum","1974",5,8,"British West Indies","Montserrat","Fox's Bay","","",16.72312,-62.2394,NA,NA,NA,19.86,28.85,114.66,NA,"Adult","Male","Tyrannus dominicensis vorax","Tyrannus_dominicensis_vorax"
"334",999,"Tyrannus_dominicensis","vorax","sedentary","taxonomy","185307","MM","The Field Museum","1890",5,6,"Antigua","","","","",17.06869,-61.7828,22.375,12.015,8.45,18.945,29.135,109.605,NA,"Adult","Male","Tyrannus dominicensis vorax","Tyrannus_dominicensis_vorax"
"335",1000,"Tyrannus_dominicensis","vorax","sedentary","taxonomy","43028","MM","The Field Museum","1892",6,4,"St. Lucia","","","","",13.89817,-60.9863,24.095,13.17,10.28,19.42,31.425,115.7,NA,"Adult","Male","Tyrannus dominicensis vorax","Tyrannus_dominicensis_vorax"
"336",1001,"Tyrannus_dominicensis","vorax","sedentary","taxonomy","43032","MM","The Field Museum","1892",3,29,"St. Lucia","","","","",13.89817,-60.9863,23.295,12.495,9.605,19.165,32.475,115.455,NA,"Adult","Male","Tyrannus dominicensis vorax","Tyrannus_dominicensis_vorax"
"337",1002,"Tyrannus_dominicensis","vorax","sedentary","taxonomy","43031","MM","The Field Museum","1892",3,28,"St. Lucia","","","","",13.89817,-60.9863,23.585,12.655,9.78,19.82,34.265,120.705,NA,"Adult","Male","Tyrannus dominicensis vorax","Tyrannus_dominicensis_vorax"
"338",1003,"Tyrannus_dominicensis","vorax","sedentary","taxonomy","304081","MM","The Field Museum","1881",2,17,"","","","Canada Garden","",48.56358,-123.471,22.39,13.335,9.475,19.26,34.52,117.83,NA,"Adult","Male","Tyrannus dominicensis vorax","Tyrannus_dominicensis_vorax"
"339",1004,"Tyrannus_dominicensis","vorax","sedentary","taxonomy","47312","MM","Royal Ontario Museum","1904",3,25,"Montserrat","Antigua","","Saint Georges","",16.74958,-62.1932,21.4,12.025,8.63,18.23,31.69,113.84,NA,"Adult","Male","Tyrannus dominicensis vorax","Tyrannus_dominicensis_vorax"
"340",1005,"Tyrannus_dominicensis","vorax","sedentary","taxonomy","43042","MM","The Field Museum","1886",3,28,"St. Vincent","","","","",13.24939,-61.1923,22.095,12.535,9.55,20.04,30.185,113.62,87.66,"Adult","Male","Tyrannus dominicensis vorax","Tyrannus_dominicensis_vorax"
"341",1006,"Tyrannus_dominicensis","vorax","sedentary","taxonomy","43027","MM","The Field Museum","1892",6,3,"St. Lucia","","","","",13.89817,-60.9863,24.565,13.855,NA,19.74,31.905,115.93,87.25,"Adult","Male","Tyrannus dominicensis vorax","Tyrannus_dominicensis_vorax"
"342",1007,"Tyrannus_dominicensis","vorax","sedentary","taxonomy","43038","MM","The Field Museum","1886",2,20,"Guadeloupe","","","","",16.25576,-61.5576,22,12.445,9.055,19.91,33.555,117.425,88.96,"Adult","Male","Tyrannus dominicensis vorax","Tyrannus_dominicensis_vorax"
"343",1008,"Tyrannus_dominicensis","vorax","sedentary","taxonomy","43041","MM","The Field Museum","1886",3,28,"St. Vincent","","","","",13.24939,-61.1923,23.615,12.635,9.845,20.015,NA,NA,93.11,"Adult","Male","Tyrannus dominicensis vorax","Tyrannus_dominicensis_vorax"
"344",1009,"Tyrannus_dominicensis","vorax","sedentary","taxonomy","43045","MM","The Field Museum","",NA,NA,"Dominica","","","","",15.4445,-61.3461,23.975,13.89,NA,19.765,35.025,117.315,93.06,"Adult","Male","Tyrannus dominicensis vorax","Tyrannus_dominicensis_vorax"
"345",1010,"Tyrannus_dominicensis","vorax","sedentary","taxonomy","30811","MM","The Field Museum","1890",6,18,"Bahamas","Antigua","","","",17.06869,-61.7828,23.41,12.175,9.085,18.5,34.395,117.85,87.55,"Adult","Male","Tyrannus dominicensis vorax","Tyrannus_dominicensis_vorax"
"346",1011,"Tyrannus_dominicensis","vorax","sedentary","taxonomy","30739","MM","The Field Museum","1890",9,24,"Guadeloupe","","","","",16.248308,-61.548243,22.82,12.065,9.09,19.565,NA,NA,92.97,"Adult","Male","Tyrannus dominicensis vorax","Tyrannus_dominicensis_vorax"
"347",1012,"Tyrannus_dominicensis","vorax","sedentary","taxonomy","30821","MM","The Field Museum","1890",5,27,"Bahamas","Antigua","","","",17.06869,-61.7828,24.555,12.475,9.225,18.45,NA,NA,88.98,"Adult","Male","Tyrannus dominicensis vorax","Tyrannus_dominicensis_vorax"
"348",1013,"Tyrannus_dominicensis","vorax","sedentary","taxonomy","30820","MM","The Field Museum","1890",5,13,"Bahamas","Antigua","","","",17.06869,-61.7828,22.83,12.68,9.24,19.245,34.525,117.375,93.29,"Adult","Male","Tyrannus dominicensis vorax","Tyrannus_dominicensis_vorax"
"349",1014,"Tyrannus_dominicensis","vorax","sedentary","taxonomy","30872","MM","The Field Museum","1889",12,6,"Virgin Island","Virgin Gorda","","","",18.5,-64.4,20.76,11.315,8.81,19.335,35.805,122.825,94.74,"Adult","Male","Tyrannus dominicensis vorax","Tyrannus_dominicensis_vorax"
"350",1015,"Tyrannus_dominicensis","vorax","sedentary","taxonomy","30813","MM","The Field Museum","1890",4,22,"Bahamas","Antigua","","","",17.06869,-61.7828,22.745,12.4,9.235,18.255,35.47,124.145,96.88,"Adult","Male","Tyrannus dominicensis vorax","Tyrannus_dominicensis_vorax"
"351",1016,"Tyrannus_forficatus","","migratory","taxonomy","171720","MM","Louisiana State University Museum of tural Sciences","1999",6,17,"United States of America","Louisiana","Calcasieu","~4 mi. ESE of Vinton, Fabacher road","",30.16,-93.5,13.55,7.545,6.815,18.385,NA,NA,NA,"Adult","Male","Tyrannus forficatus","Tyrannus_forficatus"
"352",1017,"Tyrannus_forficatus","","migratory","taxonomy","162259","MM","Louisiana State University Museum of tural Sciences","1996",9,29,"United States of America","Louisiana","Cameron Parish","~5 mi. E Cameron","",29.7977,-93.2415,13.445,7.775,6.005,19.6,32.7,111.765,NA,"Adult","Male","Tyrannus forficatus","Tyrannus_forficatus"
"353",1018,"Tyrannus_forficatus","","migratory","taxonomy","6478","MM","Louisiana State University Museum of tural Sciences","1941",12,5,"United States of America","Louisiana","Lafourche Parish","Thibodaux","",29.79576,-90.8229,12.66,6.92,5.61,21.03,40.02,113.94,150.22,"Adult","Male","Tyrannus forficatus","Tyrannus_forficatus"
"354",1019,"Tyrannus_forficatus","","migratory","taxonomy","126018","MM","Royal Ontario Museum","1976",6,4,"United States of America","Texas","Wise County","Panhandle Hatiol Grassland, 6 mi N Decatur","",33.33627,-97.5847,NA,NA,NA,18.93,44.3,124.34,135.7,"Adult","Male","Tyrannus forficatus","Tyrannus_forficatus"
"355",1020,"Tyrannus_forficatus","","migratory","taxonomy","131096","MM","Louisiana State University Museum of tural Sciences","1986",10,19,"United States of America","Louisiana","Cameron Parish","Garner Ridge, 3 mi. W Johnsons Bayou School","",29.761886,-93.780994,14.5,7.6,6.27,20.645,40.3,119.51,170,"Adult","Male","Tyrannus forficatus","Tyrannus_forficatus"
"356",1021,"Tyrannus_forficatus","","migratory","taxonomy","13417","MM","Louisiana State University Museum of tural Sciences","1941",9,8,"United States of America","Texas","Lamb County","Little Field","",30.9833,-97.4,13.585,7.635,NA,19.515,NA,NA,165,"Adult","Male","Tyrannus forficatus","Tyrannus_forficatus"
"357",1022,"Tyrannus_forficatus","","migratory","taxonomy","6070","MM","Louisiana State University Museum of tural Sciences","1941",11,1,"United States of America","Louisiana","Cameron Parish","Cameron","",29.79772,-93.3252,13.19,7.39,5.835,19.515,36.955,114.815,171,"Adult","Male","Tyrannus forficatus","Tyrannus_forficatus"
"358",1023,"Tyrannus_forficatus","","migratory","taxonomy","50579","MM","Louisiana State University Museum of tural Sciences","1960",6,5,"United States of America","Texas","Goliad County","Goliad","",28.66833,-97.3883,13.65,7.895,6.435,19.655,NA,NA,211,"Adult","Male","Tyrannus forficatus","Tyrannus_forficatus"
"359",1024,"Tyrannus_forficatus","","migratory","taxonomy","113306","MM","Louisiana State University Museum of tural Sciences","1984",4,18,"United States of America","Texas","Atascosa County","~10 mi. SSE Charlotte","",28.72756,-98.6435,13.81,8.035,6.24,19.185,NA,NA,206,"Adult","Male","Tyrannus forficatus","Tyrannus_forficatus"
"360",1025,"Tyrannus_forficatus","","migratory","taxonomy","14825","MM","Louisiana State University Museum of tural Sciences","1950",10,1,"United States of America","Texas","Coryell County","10 mi. north of Killeen","",31.26227,-97.7278,14.02,8,6.465,17.92,47.375,121.31,200,"Adult","Male","Tyrannus forficatus","Tyrannus_forficatus"
"361",1026,"Tyrannus_forficatus","","migratory","taxonomy","13418","MM","Louisiana State University Museum of tural Sciences","1942",4,1,"United States of America","Texas","Wharton County","El Campo","",4.266553,-73.45,13.845,7.405,6.31,19.79,48.16,123.055,222,"Adult","Male","Tyrannus forficatus","Tyrannus_forficatus"
"362",1027,"Tyrannus_forficatus","","migratory","taxonomy","121649","MM","Louisiana State University Museum of tural Sciences","1984",10,21,"United States of America","Louisiana","Cameron Parish","Hackberry Ridge, 2 mi. WSW Johnsons Bayou School","",29.99605,-93.3421,14.1,7.44,6.265,19.115,45.81,122.185,218,"Adult","Male","Tyrannus forficatus","Tyrannus_forficatus"
"363",1028,"Tyrannus_forficatus","","migratory","taxonomy","174438","MM","Louisiana State University Museum of tural Sciences","2002",4,3,"United States of America","Texas","Webb County","Rio Grande and vicinity, ~32 miles NW Loreto, from intersection of I-35 and road 1472","",27.8777,-99.8852,14.305,8.145,5.825,19.025,52.785,125.035,217,"Adult","Male","Tyrannus forficatus","Tyrannus_forficatus"
"364",1029,"Tyrannus_forficatus","","migratory","taxonomy","118802","MM","The Field Museum","1915",9,17,"United States of America","Texas","Refugio County","Tivoli","",28.455,-96.888,14.21,7.96,6.8,19.005,49.355,123.975,184.777,"Adult","Male","Tyrannus forficatus","Tyrannus_forficatus"
"365",1030,"Tyrannus_forficatus","","migratory","taxonomy","356","MM","Louisiana State University Museum of tural Sciences","1894",3,16,"United States of America","Louisiana","Iberia Parish","Avery Island","",29.89675,-91.905,14.09,NA,NA,20.2,50.23,126.84,233,"Adult","Male","Tyrannus forficatus","Tyrannus_forficatus"
"366",1031,"Tyrannus_forficatus","","migratory","taxonomy","110659","MM","Royal Ontario Museum","2006",4,29,"Cada","Ontario","Cochrane District, Calvert Township","Iroquois Falls, Concession 4, Lot 3","",48.75422,-80.7498,13.155,8.01,6.105,18.48,47.24,123.45,195.076,"Adult","Male","Tyrannus forficatus","Tyrannus_forficatus"
"367",1032,"Tyrannus_forficatus","","migratory","taxonomy","130648","MM","Louisiana State University Museum of tural Sciences","1986",4,11,"United States of America","Texas","Atascosa County","10 mi. SSE Charlotte","",28.72756,-98.6435,14.095,7.805,6.49,19.825,51.775,128.055,237,"Adult","Male","Tyrannus forficatus","Tyrannus_forficatus"
"368",1033,"Tyrannus_forficatus","","migratory","taxonomy","10558","MM","Louisiana State University Museum of tural Sciences","1947",6,19,"United States of America","Oklahoma","Blaine County","Watonga, 2 mi east","",35.84476,-98.3773,13.43,7.685,6.415,18.94,NA,NA,232,"Adult","Male","Tyrannus forficatus","Tyrannus_forficatus"
"369",1034,"Tyrannus_forficatus","","migratory","taxonomy","47162","MM","Royal Ontario Museum","1892",4,11,"United States of America","Texas","Cameron County","Brownsville","",25.99381,-97.4486,14.185,7.8,6.545,19.145,48.65,122.52,204.809,"Adult","Male","Tyrannus forficatus","Tyrannus_forficatus"
"370",1035,"Tyrannus_forficatus","","migratory","taxonomy","82949","MM","Royal Ontario Museum","1932",10,8,"United States of America","Texas","Cameron County","Los Fresnos","",26.07174,-97.4764,14.395,8.45,6.455,19.415,46.16,122.62,212.943,"Adult","Male","Tyrannus forficatus","Tyrannus_forficatus"
"371",1036,"Tyrannus_forficatus","","migratory","taxonomy","1743","MM","Louisiana State University Museum of tural Sciences","1937",5,16,"United States of America","Texas","","Deport","",33.52622,-95.3158,13.985,7.32,6.245,16.885,NA,NA,224,"Adult","Male","Tyrannus forficatus","Tyrannus_forficatus"
"372",1037,"Tyrannus_forficatus","","migratory","taxonomy","47167","MM","Royal Ontario Museum","1891",10,27,"United States of America","Texas","Cameron County","","",26.12658,-97.5063,13.575,7.6,NA,19.02,46.345,120,212.704,"Adult","Male","Tyrannus forficatus","Tyrannus_forficatus"
"373",1038,"Tyrannus_forficatus","","migratory","taxonomy","82945","MM","Royal Ontario Museum","1947",9,20,"United States of America","Texas","Burnet County","","",30.73144,-98.1443,13.825,7.72,6.63,19.74,47.37,123.09,218.076,"Adult","Male","Tyrannus forficatus","Tyrannus_forficatus"
"374",1039,"Tyrannus_forficatus","","migratory","taxonomy","61594","MM","Louisiana State University Museum of tural Sciences","1937",4,28,"United States of America","Texas","Pecos","Fort Stockton","",30.89404,-102.879,13.28,8.12,6.22,18.625,NA,NA,254,"Adult","Male","Tyrannus forficatus","Tyrannus_forficatus"
